
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)"
="0.am_hire_2009#1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.am_hire_2009#0.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.am_hire_2009#1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.127***",="",="0.128***",="",="0.177***",="",="0.194***",="",="0.220***",="",="0.211***",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.048)",="",="(0.048)",="",="(0.048)",="",="(0.055)",="",="(0.046)",="",="(0.046)",=""

="0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.091**",="",="0.091**",="",="0.087***",="",="0.098***",="",="0.091**",="",="0.091**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.040)",="",="(0.040)",="",="(0.032)",="",="(0.036)",="",="(0.038)",="",="(0.038)"

="0.am_hire_2009#0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="0.am_hire_2009#1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.am_hire_2009#0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.am_hire_2009#1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.142***",="",="-0.144***",="",="-0.166***",="",="-0.182***",="",="-0.142***",="",="-0.144***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.053)",="",="(0.053)",="",="(0.047)",="",="(0.056)",="",="(0.050)",="",="(0.050)"

="N",="33349",="12437",="33349",="12437",="33349",="12548",="33349",="12022",="33349",="12437",="33349",="12437",="31986",="11930",="31986",="11930",="31986",="12035",="31986",="11509",="31986",="11930",="31986",="11930"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
