
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)"
="2016.year#c.totaltreat_pw_n_sq",="",="",="",="-0.367",="-1.356",="",="",="",="0.331",="-0.383",="",="",="",="0.375",="-0.374",="",="",="",="0.969",="0.279",="",="",="",="0.764",="1.204",="",="",="",="0.969",="1.393*",="",="",="",="-0.363",="-1.293",="",="",="",="0.389",="-0.285",="",="",="",="0.449",="-0.236"
="",="",="",="",="(0.885)",="(1.570)",="",="",="",="(0.353)",="(0.441)",="",="",="",="(0.346)",="(0.521)",="",="",="",="(2.074)",="(3.631)",="",="",="",="(0.678)",="(0.884)",="",="",="",="(0.613)",="(0.816)",="",="",="",="(0.852)",="(1.533)",="",="",="",="(0.352)",="(0.444)",="",="",="",="(0.339)",="(0.488)"

="2009.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.204",="-0.313",="-0.221",="-0.977",="-0.889",="0.073",="-0.127",="-0.282",="-0.231",="-0.445",="0.046",="0.014",="-0.093",="0.020",="-0.170",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.298)",="(0.276)",="(0.468)",="(0.661)",="(0.969)",="(0.118)",="(0.128)",="(0.187)",="(0.269)",="(0.334)",="(0.095)",="(0.103)",="(0.149)",="(0.234)",="(0.299)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2010.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.065",="-0.285",="0.075",="-0.550",="0.058",="0.044",="0.034",="0.103",="0.081",="-0.052",="0.054",="0.115",="0.112",="0.131",="-0.004",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.170)",="(0.219)",="(0.320)",="(0.512)",="(0.706)",="(0.081)",="(0.100)",="(0.149)",="(0.193)",="(0.252)",="(0.070)",="(0.081)",="(0.110)",="(0.162)",="(0.202)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2011.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2012.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.036",="-0.152",="-0.067",="-0.406",="0.120",="0.224***",="0.186*",="0.087",="0.432**",="0.048",="0.141**",="0.111",="0.055",="0.207",="-0.108",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.200)",="(0.207)",="(0.306)",="(0.451)",="(0.720)",="(0.072)",="(0.095)",="(0.132)",="(0.212)",="(0.263)",="(0.059)",="(0.071)",="(0.109)",="(0.173)",="(0.212)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2013.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.062",="-0.290",="0.040",="-0.513",="0.428",="0.139",="0.124",="-0.161",="-0.045",="-0.580*",="0.161*",="0.193*",="-0.021",="0.073",="-0.410",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.242)",="(0.284)",="(0.463)",="(0.638)",="(1.022)",="(0.087)",="(0.110)",="(0.154)",="(0.222)",="(0.296)",="(0.084)",="(0.103)",="(0.144)",="(0.196)",="(0.266)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2014.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.144",="-0.561*",="-0.479",="-0.659",="-0.751",="0.169*",="0.142",="-0.227",="0.046",="-0.600*",="0.124",="0.139",="-0.219",="0.043",="-0.522*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.273)",="(0.302)",="(0.540)",="(0.755)",="(1.228)",="(0.087)",="(0.114)",="(0.185)",="(0.250)",="(0.317)",="(0.077)",="(0.093)",="(0.149)",="(0.213)",="(0.269)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2015.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.160",="-0.722**",="-0.821",="-1.058",="-1.191",="0.146",="0.062",="-0.439***",="-0.110",="-0.739**",="0.107",="0.129",="-0.369**",="-0.089",="-0.794**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.339)",="(0.360)",="(0.659)",="(0.843)",="(1.439)",="(0.110)",="(0.140)",="(0.167)",="(0.290)",="(0.357)",="(0.099)",="(0.129)",="(0.155)",="(0.257)",="(0.316)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2016.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.093",="-0.360",="-0.763",="-0.671",="-0.841",="0.158",="0.107",="-0.422**",="-0.139",="-0.761**",="0.119",="0.109",="-0.451**",="-0.203",="-0.845**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.383)",="(0.406)",="(0.753)",="(0.957)",="(1.608)",="(0.114)",="(0.143)",="(0.183)",="(0.291)",="(0.363)",="(0.108)",="(0.139)",="(0.191)",="(0.264)",="(0.331)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2009.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.018",="-0.127",="-0.163",="-0.134",="-0.186",="0.059",="0.009",="-0.062",="0.017",="-0.046",="0.053*",="0.049",="-0.007",="0.051",="-0.001"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.097)",="(0.092)",="(0.222)",="(0.097)",="(0.228)",="(0.042)",="(0.044)",="(0.075)",="(0.047)",="(0.075)",="(0.032)",="(0.031)",="(0.069)",="(0.032)",="(0.070)"

="2010.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.011",="-0.168**",="-0.097",="-0.171**",="-0.115",="0.011",="-0.026",="-0.038",="-0.031",="-0.060",="-0.007",="0.003",="-0.035",="-0.009",="-0.055"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.058)",="(0.069)",="(0.119)",="(0.072)",="(0.125)",="(0.031)",="(0.033)",="(0.047)",="(0.036)",="(0.048)",="(0.026)",="(0.024)",="(0.037)",="(0.024)",="(0.038)"

="2011.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="2012.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.028",="0.011",="-0.029",="0.015",="-0.016",="0.058**",="0.046",="-0.049",="0.043",="-0.065",="0.028",="0.023",="-0.067",="0.019",="-0.087*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.055)",="(0.061)",="(0.140)",="(0.064)",="(0.148)",="(0.025)",="(0.033)",="(0.055)",="(0.036)",="(0.059)",="(0.019)",="(0.023)",="(0.043)",="(0.025)",="(0.045)"

="2013.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.012",="-0.068",="-0.007",="-0.059",="0.006",="0.020",="0.014",="-0.164***",="-0.004",="-0.183***",="0.021",="0.028",="-0.107**",="0.008",="-0.133**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.077)",="(0.094)",="(0.211)",="(0.099)",="(0.221)",="(0.028)",="(0.031)",="(0.061)",="(0.033)",="(0.064)",="(0.024)",="(0.025)",="(0.054)",="(0.026)",="(0.055)"

="2014.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.022",="-0.081",="-0.242",="-0.040",="-0.227",="0.042",="0.049",="-0.172***",="0.037",="-0.182***",="0.035",="0.042",="-0.155***",="0.030",="-0.161***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.094)",="(0.116)",="(0.253)",="(0.123)",="(0.265)",="(0.032)",="(0.037)",="(0.066)",="(0.040)",="(0.070)",="(0.028)",="(0.032)",="(0.057)",="(0.035)",="(0.060)"

="2015.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.036",="-0.122",="-0.375",="-0.079",="-0.342",="0.063*",="0.063",="-0.138*",="0.059",="-0.119",="0.064**",="0.067*",="-0.152**",="0.055",="-0.147**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.115)",="(0.133)",="(0.294)",="(0.141)",="(0.306)",="(0.036)",="(0.042)",="(0.075)",="(0.045)",="(0.080)",="(0.032)",="(0.036)",="(0.066)",="(0.039)",="(0.070)"

="2016.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.009",="-0.060",="-0.274",="-0.045",="-0.223",="0.049",="0.031",="-0.182**",="0.015",="-0.171**",="0.049",="0.030",="-0.211***",="0.012",="-0.201***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.127)",="(0.142)",="(0.346)",="(0.152)",="(0.364)",="(0.038)",="(0.045)",="(0.081)",="(0.049)",="(0.086)",="(0.035)",="(0.041)",="(0.073)",="(0.045)",="(0.078)"

="N",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666",="32664",="28920",="17736",="28920",="17736",="32468",="28695",="17630",="28695",="17630",="32529",="28769",="17666",="28769",="17666",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
