
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.031)",="",="(0.031)",="",="(0.038)",="",="(0.041)",="",="(0.033)",="",="(0.032)",=""

="0.am_hire_2009#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="1.am_hire_2009#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="0.am_hire_2009#0.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="0.am_hire_2009#1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.am_hire_2009#0.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.am_hire_2009#1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.083*",="",="0.084**",="",="0.127***",="",="0.131**",="",="0.154***",="",="0.143***",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.043)",="",="(0.042)",="",="(0.045)",="",="(0.051)",="",="(0.044)",="",="(0.044)",=""

="0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.062**",="",="0.062**",="",="0.047**",="",="0.066***",="",="0.062**",="",="0.062**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.026)",="",="(0.027)",="",="(0.022)",="",="(0.025)",="",="(0.025)",="",="(0.026)"

="0.am_hire_2009#0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="0.am_hire_2009#1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.am_hire_2009#0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.am_hire_2009#1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.097**",="",="-0.101**",="",="-0.126***",="",="-0.147***",="",="-0.097**",="",="-0.101***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.040)",="",="(0.040)",="",="(0.034)",="",="(0.039)",="",="(0.038)",="",="(0.038)"

="N",="33410",="12450",="33410",="12450",="33410",="12561",="33410",="12036",="33410",="12450",="33410",="12450",="32043",="11943",="32043",="11943",="32043",="12048",="32043",="11523",="32043",="11943",="32043",="11943"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
