
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)"
="",="(0.435)",="",="(0.431)",="",="(0.454)",="",="(0.437)",="",="(0.458)",="",="(0.458)",="",="",="",="",="",="",="",="",="",="",="",="",=""

="0.placebo_year#c.totaltreat_pw_n",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="",="",="",="",="",="",="",="",="",="",=""

="1.placebo_year#c.totaltreat_pw_n",="",="-0.414",="",="-0.399",="",="-0.604**",="",="-0.482",="",="-0.414",="",="-0.399",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(0.339)",="",="(0.337)",="",="(0.273)",="",="(0.326)",="",="(0.324)",="",="(0.323)",="",="",="",="",="",="",="",="",="",="",="",=""

="0.am_hire_2009#0.placebo_year#c.totaltreat_pw_n",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="",="",="",="",="",="",="",="",="",="",=""

="0.am_hire_2009#1.placebo_year#c.totaltreat_pw_n",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="",="",="",="",="",="",="",="",="",="",=""

="1.am_hire_2009#0.placebo_year#c.totaltreat_pw_n",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="",="",="",="",="",="",="",="",="",="",=""

="1.am_hire_2009#1.placebo_year#c.totaltreat_pw_n",="",="0.376",="",="0.383",="",="0.542",="",="0.755**",="",="0.376",="",="0.383",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(0.399)",="",="(0.399)",="",="(0.350)",="",="(0.367)",="",="(0.382)",="",="(0.382)",="",="",="",="",="",="",="",="",="",="",="",=""

="0.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.133",="",="0.118",="",="0.014",="",="0.088",="",="0.121",="",="0.095",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.097)",="",="(0.097)",="",="(0.095)",="",="(0.093)",="",="(0.084)",="",="(0.085)",=""

="0.am_hire_2009#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="1.am_hire_2009#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="0.am_hire_2009#0.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="0.am_hire_2009#1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.am_hire_2009#0.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.am_hire_2009#1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="-0.072",="",="-0.015",="",="-0.125",="",="-0.085",="",="-0.167",="",="-0.092",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.152)",="",="(0.153)",="",="(0.176)",="",="(0.169)",="",="(0.154)",="",="(0.156)",=""

="0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.004",="",="0.002",="",="-0.055",="",="-0.184***",="",="0.004",="",="0.002"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.069)",="",="(0.069)",="",="(0.056)",="",="(0.066)",="",="(0.066)",="",="(0.066)"

="0.am_hire_2009#0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="0.am_hire_2009#1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.am_hire_2009#0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.am_hire_2009#1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.006",="",="0.002",="",="0.115",="",="0.297**",="",="-0.006",="",="0.002"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.127)",="",="(0.128)",="",="(0.109)",="",="(0.119)",="",="(0.122)",="",="(0.122)"

="N",="33544",="12469",="33544",="12469",="33544",="12579",="33544",="12053",="33544",="12469",="33544",="12469",="32168",="11959",="32168",="11959",="32168",="12063",="32168",="11537",="32168",="11959",="32168",="11959"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
