
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)"

="2012.year#c.totaltreat_pf_n",="0.024",="0.042",="",="",="",="",="",="",="0.024",="0.020",="",="",="",="",="",="",="0.024",="0.018",="",="",="",="",="",="",="0.054",="0.049",="",="",="",="",="",="",="0.054",="0.058",="",="",="",="",="",="",="0.054",="0.059*",="",="",="",="",="",="",="0.030",="0.026",="",="",="",="",="",="",="0.030",="0.033",="",="",="",="",="",="",="0.030",="0.034",="",="",="",="",="",=""
="",="(0.060)",="(0.060)",="",="",="",="",="",="",="(0.060)",="(0.061)",="",="",="",="",="",="",="(0.060)",="(0.060)",="",="",="",="",="",="",="(0.036)",="(0.036)",="",="",="",="",="",="",="(0.036)",="(0.036)",="",="",="",="",="",="",="(0.036)",="(0.035)",="",="",="",="",="",="",="(0.024)",="(0.023)",="",="",="",="",="",="",="(0.024)",="(0.024)",="",="",="",="",="",="",="(0.024)",="(0.024)",="",="",="",="",="",=""

="2013.year#c.totaltreat_pf_n",="-0.071",="-0.037",="",="",="",="",="",="",="-0.071",="-0.083",="",="",="",="",="",="",="-0.071",="-0.083",="",="",="",="",="",="",="0.020",="0.017",="",="",="",="",="",="",="0.020",="0.026",="",="",="",="",="",="",="0.020",="0.028",="",="",="",="",="",="",="0.041",="0.039",="",="",="",="",="",="",="0.041",="0.045*",="",="",="",="",="",="",="0.041",="0.047*",="",="",="",="",="",=""
="",="(0.094)",="(0.096)",="",="",="",="",="",="",="(0.094)",="(0.097)",="",="",="",="",="",="",="(0.094)",="(0.095)",="",="",="",="",="",="",="(0.033)",="(0.033)",="",="",="",="",="",="",="(0.033)",="(0.032)",="",="",="",="",="",="",="(0.033)",="(0.031)",="",="",="",="",="",="",="(0.026)",="(0.025)",="",="",="",="",="",="",="(0.026)",="(0.025)",="",="",="",="",="",="",="(0.026)",="(0.025)",="",="",="",="",="",=""

="2014.year#c.totaltreat_pf_n",="-0.108",="-0.073",="",="",="",="",="",="",="-0.108",="-0.116",="",="",="",="",="",="",="-0.108",="-0.117",="",="",="",="",="",="",="0.052",="0.052",="",="",="",="",="",="",="0.052",="0.057",="",="",="",="",="",="",="0.052",="0.061*",="",="",="",="",="",="",="0.049",="0.051",="",="",="",="",="",="",="0.049",="0.053*",="",="",="",="",="",="",="0.049",="0.057*",="",="",="",="",="",=""
="",="(0.114)",="(0.112)",="",="",="",="",="",="",="(0.114)",="(0.117)",="",="",="",="",="",="",="(0.114)",="(0.114)",="",="",="",="",="",="",="(0.039)",="(0.039)",="",="",="",="",="",="",="(0.039)",="(0.038)",="",="",="",="",="",="",="(0.039)",="(0.037)",="",="",="",="",="",="",="(0.033)",="(0.032)",="",="",="",="",="",="",="(0.033)",="(0.031)",="",="",="",="",="",="",="(0.033)",="(0.031)",="",="",="",="",="",=""

="2015.year#c.totaltreat_pf_n",="-0.117",="-0.062",="",="",="",="",="",="",="-0.117",="-0.127",="",="",="",="",="",="",="-0.117",="-0.130",="",="",="",="",="",="",="0.069",="0.072*",="",="",="",="",="",="",="0.069",="0.076*",="",="",="",="",="",="",="0.069",="0.080**",="",="",="",="",="",="",="0.076**",="0.079**",="",="",="",="",="",="",="0.076**",="0.083**",="",="",="",="",="",="",="0.076**",="0.087**",="",="",="",="",="",=""
="",="(0.134)",="(0.131)",="",="",="",="",="",="",="(0.134)",="(0.137)",="",="",="",="",="",="",="(0.134)",="(0.134)",="",="",="",="",="",="",="(0.043)",="(0.042)",="",="",="",="",="",="",="(0.043)",="(0.040)",="",="",="",="",="",="",="(0.043)",="(0.040)",="",="",="",="",="",="",="(0.038)",="(0.037)",="",="",="",="",="",="",="(0.038)",="(0.035)",="",="",="",="",="",="",="(0.038)",="(0.035)",="",="",="",="",="",=""

="2016.year#c.totaltreat_pf_n",="-0.057",="0.010",="",="",="",="",="",="",="-0.057",="-0.066",="",="",="",="",="",="",="-0.057",="-0.071",="",="",="",="",="",="",="0.048",="0.051",="",="",="",="",="",="",="0.048",="0.057",="",="",="",="",="",="",="0.048",="0.061",="",="",="",="",="",="",="0.052",="0.055",="",="",="",="",="",="",="0.052",="0.060",="",="",="",="",="",="",="0.052",="0.064",="",="",="",="",="",=""
="",="(0.140)",="(0.139)",="",="",="",="",="",="",="(0.140)",="(0.143)",="",="",="",="",="",="",="(0.140)",="(0.139)",="",="",="",="",="",="",="(0.047)",="(0.047)",="",="",="",="",="",="",="(0.047)",="(0.044)",="",="",="",="",="",="",="(0.047)",="(0.044)",="",="",="",="",="",="",="(0.043)",="(0.043)",="",="",="",="",="",="",="(0.043)",="(0.041)",="",="",="",="",="",="",="(0.043)",="(0.040)",="",="",="",="",="",=""

="2009.year#c.totaltreat_pw_n",="",="",="-0.313",="-0.395",="",="",="",="",="",="",="-0.313",="-0.340",="",="",="",="",="",="",="-0.313",="-0.306",="",="",="",="",="",="",="-0.127",="-0.121",="",="",="",="",="",="",="-0.127",="-0.121",="",="",="",="",="",="",="-0.127",="-0.131",="",="",="",="",="",="",="0.014",="0.022",="",="",="",="",="",="",="0.014",="0.014",="",="",="",="",="",="",="0.014",="0.010",="",="",="",=""
="",="",="",="(0.276)",="(0.263)",="",="",="",="",="",="",="(0.276)",="(0.283)",="",="",="",="",="",="",="(0.276)",="(0.275)",="",="",="",="",="",="",="(0.128)",="(0.128)",="",="",="",="",="",="",="(0.128)",="(0.135)",="",="",="",="",="",="",="(0.128)",="(0.135)",="",="",="",="",="",="",="(0.103)",="(0.102)",="",="",="",="",="",="",="(0.103)",="(0.105)",="",="",="",="",="",="",="(0.103)",="(0.103)",="",="",="",=""

="2010.year#c.totaltreat_pw_n",="",="",="-0.285",="-0.312",="",="",="",="",="",="",="-0.285",="-0.304",="",="",="",="",="",="",="-0.285",="-0.283",="",="",="",="",="",="",="0.034",="0.037",="",="",="",="",="",="",="0.034",="0.039",="",="",="",="",="",="",="0.034",="0.035",="",="",="",="",="",="",="0.115",="0.118",="",="",="",="",="",="",="0.115",="0.116",="",="",="",="",="",="",="0.115",="0.115",="",="",="",=""
="",="",="",="(0.219)",="(0.214)",="",="",="",="",="",="",="(0.219)",="(0.225)",="",="",="",="",="",="",="(0.219)",="(0.219)",="",="",="",="",="",="",="(0.100)",="(0.100)",="",="",="",="",="",="",="(0.100)",="(0.102)",="",="",="",="",="",="",="(0.100)",="(0.101)",="",="",="",="",="",="",="(0.081)",="(0.081)",="",="",="",="",="",="",="(0.081)",="(0.082)",="",="",="",="",="",="",="(0.081)",="(0.082)",="",="",="",=""

="2011.year#c.totaltreat_pw_n",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",=""
="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",=""

="2012.year#c.totaltreat_pw_n",="",="",="-0.152",="-0.121",="",="",="",="",="",="",="-0.152",="-0.158",="",="",="",="",="",="",="-0.152",="-0.153",="",="",="",="",="",="",="0.186*",="0.178*",="",="",="",="",="",="",="0.186*",="0.190**",="",="",="",="",="",="",="0.186*",="0.189**",="",="",="",="",="",="",="0.111",="0.105",="",="",="",="",="",="",="0.111",="0.113",="",="",="",="",="",="",="0.111",="0.112",="",="",="",=""
="",="",="",="(0.207)",="(0.204)",="",="",="",="",="",="",="(0.207)",="(0.213)",="",="",="",="",="",="",="(0.207)",="(0.206)",="",="",="",="",="",="",="(0.095)",="(0.095)",="",="",="",="",="",="",="(0.095)",="(0.094)",="",="",="",="",="",="",="(0.095)",="(0.091)",="",="",="",="",="",="",="(0.071)",="(0.071)",="",="",="",="",="",="",="(0.071)",="(0.069)",="",="",="",="",="",="",="(0.071)",="(0.069)",="",="",="",=""

="2013.year#c.totaltreat_pw_n",="",="",="-0.290",="-0.241",="",="",="",="",="",="",="-0.290",="-0.304",="",="",="",="",="",="",="-0.290",="-0.296",="",="",="",="",="",="",="0.124",="0.121",="",="",="",="",="",="",="0.124",="0.124",="",="",="",="",="",="",="0.124",="0.127",="",="",="",="",="",="",="0.193*",="0.191*",="",="",="",="",="",="",="0.193*",="0.192*",="",="",="",="",="",="",="0.193*",="0.196**",="",="",="",=""
="",="",="",="(0.284)",="(0.283)",="",="",="",="",="",="",="(0.284)",="(0.295)",="",="",="",="",="",="",="(0.284)",="(0.285)",="",="",="",="",="",="",="(0.110)",="(0.110)",="",="",="",="",="",="",="(0.110)",="(0.106)",="",="",="",="",="",="",="(0.110)",="(0.105)",="",="",="",="",="",="",="(0.103)",="(0.103)",="",="",="",="",="",="",="(0.103)",="(0.099)",="",="",="",="",="",="",="(0.103)",="(0.100)",="",="",="",=""

="2014.year#c.totaltreat_pw_n",="",="",="-0.561*",="-0.508*",="",="",="",="",="",="",="-0.561*",="-0.559*",="",="",="",="",="",="",="-0.561*",="-0.551*",="",="",="",="",="",="",="0.142",="0.143",="",="",="",="",="",="",="0.142",="0.135",="",="",="",="",="",="",="0.142",="0.145",="",="",="",="",="",="",="0.139",="0.140",="",="",="",="",="",="",="0.139",="0.133",="",="",="",="",="",="",="0.139",="0.142*",="",="",="",=""
="",="",="",="(0.302)",="(0.298)",="",="",="",="",="",="",="(0.302)",="(0.313)",="",="",="",="",="",="",="(0.302)",="(0.301)",="",="",="",="",="",="",="(0.114)",="(0.113)",="",="",="",="",="",="",="(0.114)",="(0.106)",="",="",="",="",="",="",="(0.114)",="(0.107)",="",="",="",="",="",="",="(0.093)",="(0.092)",="",="",="",="",="",="",="(0.093)",="(0.086)",="",="",="",="",="",="",="(0.093)",="(0.086)",="",="",="",=""

="2015.year#c.totaltreat_pw_n",="",="",="-0.722**",="-0.631*",="",="",="",="",="",="",="-0.722**",="-0.720*",="",="",="",="",="",="",="-0.722**",="-0.711**",="",="",="",="",="",="",="0.062",="0.067",="",="",="",="",="",="",="0.062",="0.056",="",="",="",="",="",="",="0.062",="0.066",="",="",="",="",="",="",="0.129",="0.130",="",="",="",="",="",="",="0.129",="0.123",="",="",="",="",="",="",="0.129",="0.133",="",="",="",=""
="",="",="",="(0.360)",="(0.355)",="",="",="",="",="",="",="(0.360)",="(0.372)",="",="",="",="",="",="",="(0.360)",="(0.359)",="",="",="",="",="",="",="(0.140)",="(0.137)",="",="",="",="",="",="",="(0.140)",="(0.128)",="",="",="",="",="",="",="(0.140)",="(0.130)",="",="",="",="",="",="",="(0.129)",="(0.128)",="",="",="",="",="",="",="(0.129)",="(0.119)",="",="",="",="",="",="",="(0.129)",="(0.120)",="",="",="",=""

="2016.year#c.totaltreat_pw_n",="",="",="-0.360",="-0.260",="",="",="",="",="",="",="-0.360",="-0.340",="",="",="",="",="",="",="-0.360",="-0.349",="",="",="",="",="",="",="0.107",="0.110",="",="",="",="",="",="",="0.107",="0.093",="",="",="",="",="",="",="0.107",="0.110",="",="",="",="",="",="",="0.109",="0.112",="",="",="",="",="",="",="0.109",="0.101",="",="",="",="",="",="",="0.109",="0.114",="",="",="",=""
="",="",="",="(0.406)",="(0.405)",="",="",="",="",="",="",="(0.406)",="(0.419)",="",="",="",="",="",="",="(0.406)",="(0.405)",="",="",="",="",="",="",="(0.143)",="(0.141)",="",="",="",="",="",="",="(0.143)",="(0.127)",="",="",="",="",="",="",="(0.143)",="(0.130)",="",="",="",="",="",="",="(0.139)",="(0.136)",="",="",="",="",="",="",="(0.139)",="(0.125)",="",="",="",="",="",="",="(0.139)",="(0.126)",="",="",="",=""

="2009.year#c.avg_flowtreat_pf_n",="",="",="",="",="-0.127",="-0.181**",="",="",="",="",="",="",="-0.127",="-0.118",="",="",="",="",="",="",="-0.127",="-0.117",="",="",="",="",="",="",="0.009",="0.015",="",="",="",="",="",="",="0.009",="-0.005",="",="",="",="",="",="",="0.009",="-0.009",="",="",="",="",="",="",="0.049",="0.056*",="",="",="",="",="",="",="0.049",="0.038",="",="",="",="",="",="",="0.049",="0.032",="",=""
="",="",="",="",="",="(0.092)",="(0.090)",="",="",="",="",="",="",="(0.092)",="(0.091)",="",="",="",="",="",="",="(0.092)",="(0.091)",="",="",="",="",="",="",="(0.044)",="(0.044)",="",="",="",="",="",="",="(0.044)",="(0.041)",="",="",="",="",="",="",="(0.044)",="(0.043)",="",="",="",="",="",="",="(0.031)",="(0.031)",="",="",="",="",="",="",="(0.031)",="(0.029)",="",="",="",="",="",="",="(0.031)",="(0.029)",="",=""

="2010.year#c.avg_flowtreat_pf_n",="",="",="",="",="-0.168**",="-0.186***",="",="",="",="",="",="",="-0.168**",="-0.169**",="",="",="",="",="",="",="-0.168**",="-0.168**",="",="",="",="",="",="",="-0.026",="-0.025",="",="",="",="",="",="",="-0.026",="-0.028",="",="",="",="",="",="",="-0.026",="-0.029",="",="",="",="",="",="",="0.003",="0.005",="",="",="",="",="",="",="0.003",="-0.002",="",="",="",="",="",="",="0.003",="-0.003",="",=""
="",="",="",="",="",="(0.069)",="(0.068)",="",="",="",="",="",="",="(0.069)",="(0.068)",="",="",="",="",="",="",="(0.069)",="(0.069)",="",="",="",="",="",="",="(0.033)",="(0.033)",="",="",="",="",="",="",="(0.033)",="(0.033)",="",="",="",="",="",="",="(0.033)",="(0.033)",="",="",="",="",="",="",="(0.024)",="(0.024)",="",="",="",="",="",="",="(0.024)",="(0.024)",="",="",="",="",="",="",="(0.024)",="(0.023)",="",=""

="2011.year#c.avg_flowtreat_pf_n",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",=""
="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",=""

="2012.year#c.avg_flowtreat_pf_n",="",="",="",="",="0.011",="0.028",="",="",="",="",="",="",="0.011",="0.007",="",="",="",="",="",="",="0.011",="0.004",="",="",="",="",="",="",="0.046",="0.041",="",="",="",="",="",="",="0.046",="0.053",="",="",="",="",="",="",="0.046",="0.053",="",="",="",="",="",="",="0.023",="0.019",="",="",="",="",="",="",="0.023",="0.027",="",="",="",="",="",="",="0.023",="0.027",="",=""
="",="",="",="",="",="(0.061)",="(0.061)",="",="",="",="",="",="",="(0.061)",="(0.062)",="",="",="",="",="",="",="(0.061)",="(0.061)",="",="",="",="",="",="",="(0.033)",="(0.033)",="",="",="",="",="",="",="(0.033)",="(0.033)",="",="",="",="",="",="",="(0.033)",="(0.033)",="",="",="",="",="",="",="(0.023)",="(0.023)",="",="",="",="",="",="",="(0.023)",="(0.023)",="",="",="",="",="",="",="(0.023)",="(0.023)",="",=""

="2013.year#c.avg_flowtreat_pf_n",="",="",="",="",="-0.068",="-0.035",="",="",="",="",="",="",="-0.068",="-0.079",="",="",="",="",="",="",="-0.068",="-0.081",="",="",="",="",="",="",="0.014",="0.011",="",="",="",="",="",="",="0.014",="0.020",="",="",="",="",="",="",="0.014",="0.023",="",="",="",="",="",="",="0.028",="0.027",="",="",="",="",="",="",="0.028",="0.033",="",="",="",="",="",="",="0.028",="0.036",="",=""
="",="",="",="",="",="(0.094)",="(0.096)",="",="",="",="",="",="",="(0.094)",="(0.096)",="",="",="",="",="",="",="(0.094)",="(0.095)",="",="",="",="",="",="",="(0.031)",="(0.031)",="",="",="",="",="",="",="(0.031)",="(0.030)",="",="",="",="",="",="",="(0.031)",="(0.030)",="",="",="",="",="",="",="(0.025)",="(0.025)",="",="",="",="",="",="",="(0.025)",="(0.025)",="",="",="",="",="",="",="(0.025)",="(0.025)",="",=""

="2014.year#c.avg_flowtreat_pf_n",="",="",="",="",="-0.081",="-0.046",="",="",="",="",="",="",="-0.081",="-0.083",="",="",="",="",="",="",="-0.081",="-0.089",="",="",="",="",="",="",="0.049",="0.049",="",="",="",="",="",="",="0.049",="0.054",="",="",="",="",="",="",="0.049",="0.060*",="",="",="",="",="",="",="0.042",="0.044",="",="",="",="",="",="",="0.042",="0.046",="",="",="",="",="",="",="0.042",="0.052*",="",=""
="",="",="",="",="",="(0.116)",="(0.114)",="",="",="",="",="",="",="(0.116)",="(0.117)",="",="",="",="",="",="",="(0.116)",="(0.116)",="",="",="",="",="",="",="(0.037)",="(0.037)",="",="",="",="",="",="",="(0.037)",="(0.036)",="",="",="",="",="",="",="(0.037)",="(0.035)",="",="",="",="",="",="",="(0.032)",="(0.032)",="",="",="",="",="",="",="(0.032)",="(0.031)",="",="",="",="",="",="",="(0.032)",="(0.030)",="",=""

="2015.year#c.avg_flowtreat_pf_n",="",="",="",="",="-0.122",="-0.070",="",="",="",="",="",="",="-0.122",="-0.126",="",="",="",="",="",="",="-0.122",="-0.133",="",="",="",="",="",="",="0.063",="0.067",="",="",="",="",="",="",="0.063",="0.069*",="",="",="",="",="",="",="0.063",="0.076*",="",="",="",="",="",="",="0.067*",="0.071**",="",="",="",="",="",="",="0.067*",="0.074**",="",="",="",="",="",="",="0.067*",="0.080**",="",=""
="",="",="",="",="",="(0.133)",="(0.131)",="",="",="",="",="",="",="(0.133)",="(0.134)",="",="",="",="",="",="",="(0.133)",="(0.133)",="",="",="",="",="",="",="(0.042)",="(0.041)",="",="",="",="",="",="",="(0.042)",="(0.039)",="",="",="",="",="",="",="(0.042)",="(0.039)",="",="",="",="",="",="",="(0.036)",="(0.036)",="",="",="",="",="",="",="(0.036)",="(0.034)",="",="",="",="",="",="",="(0.036)",="(0.034)",="",=""

="2016.year#c.avg_flowtreat_pf_n",="",="",="",="",="-0.060",="0.005",="",="",="",="",="",="",="-0.060",="-0.066",="",="",="",="",="",="",="-0.060",="-0.071",="",="",="",="",="",="",="0.031",="0.035",="",="",="",="",="",="",="0.031",="0.038",="",="",="",="",="",="",="0.031",="0.045",="",="",="",="",="",="",="0.030",="0.034",="",="",="",="",="",="",="0.030",="0.037",="",="",="",="",="",="",="0.030",="0.044",="",=""
="",="",="",="",="",="(0.142)",="(0.141)",="",="",="",="",="",="",="(0.142)",="(0.143)",="",="",="",="",="",="",="(0.142)",="(0.142)",="",="",="",="",="",="",="(0.045)",="(0.045)",="",="",="",="",="",="",="(0.045)",="(0.043)",="",="",="",="",="",="",="(0.045)",="(0.043)",="",="",="",="",="",="",="(0.041)",="(0.041)",="",="",="",="",="",="",="(0.041)",="(0.040)",="",="",="",="",="",="",="(0.041)",="(0.039)",="",=""

="1.treat_ultra#2009.year",="",="",="",="",="",="",="-0.020",="-0.026**",="",="",="",="",="",="",="-0.020",="-0.016",="",="",="",="",="",="",="-0.020",="-0.019",="",="",="",="",="",="",="0.005",="0.005",="",="",="",="",="",="",="0.005",="0.003",="",="",="",="",="",="",="0.005",="0.002",="",="",="",="",="",="",="-0.005",="-0.004",="",="",="",="",="",="",="-0.005",="-0.007*",="",="",="",="",="",="",="-0.005",="-0.007*"
="",="",="",="",="",="",="",="(0.013)",="(0.013)",="",="",="",="",="",="",="(0.013)",="(0.013)",="",="",="",="",="",="",="(0.013)",="(0.013)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.005)",="(0.005)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.004)",="(0.004)"

="1.treat_ultra#2010.year",="",="",="",="",="",="",="0.009",="0.007",="",="",="",="",="",="",="0.009",="0.007",="",="",="",="",="",="",="0.009",="0.008",="",="",="",="",="",="",="0.003",="0.003",="",="",="",="",="",="",="0.003",="0.003",="",="",="",="",="",="",="0.003",="0.002",="",="",="",="",="",="",="-0.000",="-0.000",="",="",="",="",="",="",="-0.000",="-0.001",="",="",="",="",="",="",="-0.000",="-0.001"
="",="",="",="",="",="",="",="(0.010)",="(0.010)",="",="",="",="",="",="",="(0.010)",="(0.010)",="",="",="",="",="",="",="(0.010)",="(0.010)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.004)",="(0.004)",="",="",="",="",="",="",="(0.003)",="(0.003)",="",="",="",="",="",="",="(0.003)",="(0.003)",="",="",="",="",="",="",="(0.003)",="(0.003)"

="1.treat_ultra#2011.year",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="0.000",="0.000"
="",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="(.)",="(.)"

