
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)",="(60)",="(61)",="(62)",="(63)",="(64)",="(65)",="(66)",="(67)",="(68)",="(69)",="(70)",="(71)",="(72)"

="2012.year#c.totaltreat_pf_n",="0.038*",="0.030",="0.037*",="0.038*",="0.037*",="0.030",="0.029",="0.029",="0.029",="0.020",="-0.041",="0.020",="0.021",="0.021",="-0.041",="-0.042",="-0.042",="-0.042",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(0.019)",="(0.024)",="(0.019)",="(0.019)",="(0.019)",="(0.024)",="(0.024)",="(0.024)",="(0.024)",="(0.032)",="(0.046)",="(0.032)",="(0.032)",="(0.032)",="(0.046)",="(0.046)",="(0.046)",="(0.046)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2013.year#c.totaltreat_pf_n",="0.034",="0.041",="0.033",="0.034",="0.034",="0.041",="0.041",="0.041",="0.041",="0.009",="-0.058",="0.010",="0.009",="0.010",="-0.058",="-0.057",="-0.057",="-0.057",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(0.024)",="(0.026)",="(0.024)",="(0.024)",="(0.024)",="(0.026)",="(0.026)",="(0.026)",="(0.026)",="(0.043)",="(0.054)",="(0.043)",="(0.043)",="(0.044)",="(0.054)",="(0.054)",="(0.054)",="(0.054)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2014.year#c.totaltreat_pf_n",="0.047",="0.049",="0.047*",="0.046",="0.046",="0.049",="0.049",="0.048",="0.048",="0.017",="-0.132**",="0.017",="0.015",="0.015",="-0.132**",="-0.131**",="-0.133**",="-0.133**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(0.028)",="(0.033)",="(0.028)",="(0.028)",="(0.029)",="(0.033)",="(0.033)",="(0.033)",="(0.033)",="(0.048)",="(0.056)",="(0.048)",="(0.048)",="(0.048)",="(0.056)",="(0.056)",="(0.056)",="(0.056)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2015.year#c.totaltreat_pf_n",="0.075**",="0.076**",="0.075**",="0.075**",="0.075**",="0.076**",="0.076**",="0.075**",="0.075**",="0.021",="-0.143**",="0.021",="0.018",="0.022",="-0.143**",="-0.143**",="-0.145**",="-0.145**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(0.033)",="(0.038)",="(0.033)",="(0.033)",="(0.033)",="(0.038)",="(0.038)",="(0.038)",="(0.038)",="(0.055)",="(0.069)",="(0.055)",="(0.055)",="(0.055)",="(0.069)",="(0.069)",="(0.069)",="(0.069)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2016.year#c.totaltreat_pf_n",="0.071*",="0.052",="0.071*",="0.071*",="0.071*",="0.052",="0.052",="0.051",="0.051",="0.061",="-0.170**",="0.061",="0.057",="0.061",="-0.170**",="-0.169**",="-0.172**",="-0.171**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(0.036)",="(0.043)",="(0.036)",="(0.036)",="(0.036)",="(0.043)",="(0.043)",="(0.043)",="(0.043)",="(0.058)",="(0.074)",="(0.058)",="(0.058)",="(0.058)",="(0.074)",="(0.074)",="(0.074)",="(0.074)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2009.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.046",="0.014",="0.049",="0.049",="0.047",="0.014",="0.015",="0.018",="0.018",="-0.020",="-0.093",="-0.022",="-0.018",="-0.019",="-0.093",="-0.090",="-0.090",="-0.090",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.095)",="(0.103)",="(0.095)",="(0.095)",="(0.095)",="(0.103)",="(0.103)",="(0.103)",="(0.103)",="(0.147)",="(0.149)",="(0.148)",="(0.147)",="(0.147)",="(0.149)",="(0.151)",="(0.151)",="(0.151)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2010.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.054",="0.115",="0.056",="0.054",="0.054",="0.115",="0.116",="0.116",="0.116",="0.089",="0.112",="0.087",="0.088",="0.089",="0.112",="0.114",="0.113",="0.113",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.070)",="(0.081)",="(0.070)",="(0.070)",="(0.070)",="(0.081)",="(0.081)",="(0.081)",="(0.081)",="(0.085)",="(0.110)",="(0.085)",="(0.085)",="(0.085)",="(0.110)",="(0.111)",="(0.111)",="(0.111)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2011.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2012.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.141**",="0.111",="0.141**",="0.142**",="0.141**",="0.111",="0.109",="0.108",="0.108",="0.208**",="0.055",="0.208**",="0.209**",="0.207**",="0.055",="0.055",="0.055",="0.055",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.059)",="(0.071)",="(0.059)",="(0.059)",="(0.059)",="(0.071)",="(0.071)",="(0.071)",="(0.071)",="(0.085)",="(0.109)",="(0.085)",="(0.085)",="(0.085)",="(0.109)",="(0.109)",="(0.109)",="(0.109)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2013.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.161*",="0.193*",="0.160*",="0.161*",="0.161*",="0.193*",="0.193*",="0.192*",="0.192*",="0.081",="-0.021",="0.081",="0.081",="0.080",="-0.021",="-0.020",="-0.020",="-0.020",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.084)",="(0.103)",="(0.084)",="(0.084)",="(0.084)",="(0.103)",="(0.103)",="(0.103)",="(0.103)",="(0.115)",="(0.144)",="(0.114)",="(0.115)",="(0.115)",="(0.144)",="(0.144)",="(0.144)",="(0.144)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2014.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.124",="0.139",="0.124",="0.120",="0.119",="0.139",="0.139",="0.135",="0.135",="0.078",="-0.219",="0.079",="0.072",="0.068",="-0.219",="-0.218",="-0.219",="-0.218",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.077)",="(0.093)",="(0.077)",="(0.077)",="(0.077)",="(0.093)",="(0.093)",="(0.093)",="(0.093)",="(0.115)",="(0.149)",="(0.115)",="(0.115)",="(0.115)",="(0.149)",="(0.150)",="(0.151)",="(0.151)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2015.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.107",="0.129",="0.107",="0.102",="0.107",="0.129",="0.130",="0.125",="0.125",="-0.003",="-0.369**",="-0.003",="-0.010",="-0.004",="-0.369**",="-0.369**",="-0.370**",="-0.369**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.099)",="(0.129)",="(0.099)",="(0.099)",="(0.099)",="(0.129)",="(0.129)",="(0.130)",="(0.130)",="(0.128)",="(0.155)",="(0.128)",="(0.128)",="(0.128)",="(0.155)",="(0.156)",="(0.156)",="(0.156)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2016.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.119",="0.109",="0.119",="0.115",="0.119",="0.109",="0.109",="0.103",="0.103",="0.046",="-0.451**",="0.046",="0.037",="0.045",="-0.451**",="-0.451**",="-0.451**",="-0.451**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.108)",="(0.139)",="(0.108)",="(0.108)",="(0.108)",="(0.139)",="(0.139)",="(0.139)",="(0.139)",="(0.137)",="(0.191)",="(0.137)",="(0.137)",="(0.137)",="(0.191)",="(0.191)",="(0.191)",="(0.191)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2009.year#c.avg_flowtreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.053*",="0.049",="0.053*",="0.054*",="0.053*",="0.049",="0.049",="0.050",="0.050",="0.042",="-0.007",="0.041",="0.043",="0.041",="-0.007",="-0.004",="-0.003",="-0.003",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.032)",="(0.031)",="(0.032)",="(0.032)",="(0.032)",="(0.031)",="(0.031)",="(0.031)",="(0.031)",="(0.067)",="(0.069)",="(0.067)",="(0.067)",="(0.067)",="(0.069)",="(0.069)",="(0.069)",="(0.069)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2010.year#c.avg_flowtreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.007",="0.003",="-0.007",="-0.007",="-0.007",="0.003",="0.003",="0.003",="0.003",="-0.011",="-0.035",="-0.012",="-0.011",="-0.012",="-0.035",="-0.033",="-0.034",="-0.033",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.026)",="(0.024)",="(0.026)",="(0.026)",="(0.026)",="(0.024)",="(0.024)",="(0.024)",="(0.024)",="(0.028)",="(0.037)",="(0.028)",="(0.028)",="(0.028)",="(0.037)",="(0.037)",="(0.037)",="(0.037)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2011.year#c.avg_flowtreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2012.year#c.avg_flowtreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.028",="0.023",="0.028",="0.029",="0.028",="0.023",="0.023",="0.022",="0.022",="-0.010",="-0.067",="-0.010",="-0.010",="-0.010",="-0.067",="-0.067",="-0.068",="-0.068",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.019)",="(0.023)",="(0.019)",="(0.019)",="(0.019)",="(0.023)",="(0.023)",="(0.023)",="(0.023)",="(0.031)",="(0.043)",="(0.031)",="(0.031)",="(0.031)",="(0.043)",="(0.043)",="(0.043)",="(0.043)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2013.year#c.avg_flowtreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.021",="0.028",="0.021",="0.021",="0.021",="0.028",="0.029",="0.028",="0.028",="-0.037",="-0.107**",="-0.036",="-0.037",="-0.036",="-0.107**",="-0.106**",="-0.106**",="-0.106**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.024)",="(0.025)",="(0.024)",="(0.024)",="(0.024)",="(0.025)",="(0.025)",="(0.025)",="(0.025)",="(0.044)",="(0.054)",="(0.044)",="(0.044)",="(0.044)",="(0.054)",="(0.054)",="(0.054)",="(0.054)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2014.year#c.avg_flowtreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.035",="0.042",="0.035",="0.035",="0.035",="0.042",="0.042",="0.041",="0.041",="-0.019",="-0.155***",="-0.018",="-0.022",="-0.020",="-0.155***",="-0.154***",="-0.156***",="-0.156***",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.028)",="(0.032)",="(0.028)",="(0.028)",="(0.028)",="(0.032)",="(0.032)",="(0.032)",="(0.032)",="(0.048)",="(0.057)",="(0.048)",="(0.049)",="(0.048)",="(0.057)",="(0.057)",="(0.057)",="(0.057)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2015.year#c.avg_flowtreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.064**",="0.067*",="0.064**",="0.063**",="0.064**",="0.067*",="0.067*",="0.066*",="0.066*",="-0.008",="-0.152**",="-0.008",="-0.012",="-0.007",="-0.152**",="-0.151**",="-0.154**",="-0.153**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.032)",="(0.036)",="(0.032)",="(0.032)",="(0.032)",="(0.036)",="(0.036)",="(0.036)",="(0.036)",="(0.054)",="(0.066)",="(0.054)",="(0.055)",="(0.054)",="(0.066)",="(0.066)",="(0.066)",="(0.066)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2016.year#c.avg_flowtreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.049",="0.030",="0.049",="0.048",="0.049",="0.030",="0.030",="0.029",="0.029",="0.010",="-0.211***",="0.010",="0.005",="0.010",="-0.211***",="-0.211***",="-0.213***",="-0.213***",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.035)",="(0.041)",="(0.035)",="(0.035)",="(0.035)",="(0.041)",="(0.041)",="(0.041)",="(0.041)",="(0.058)",="(0.073)",="(0.058)",="(0.059)",="(0.058)",="(0.073)",="(0.074)",="(0.073)",="(0.073)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="1.treat_ultra#2009.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.006*",="-0.005",="-0.006*",="-0.006*",="-0.006*",="-0.005",="-0.004",="-0.004",="-0.004",="-0.000",="0.001",="0.000",="-0.000",="-0.000",="0.001",="0.001",="0.001",="0.001"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.003)",="(0.004)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)",="(0.003)",="(0.004)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)"

="1.treat_ultra#2010.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.002",="-0.000",="-0.001",="-0.002",="-0.001",="-0.000",="0.000",="0.000",="0.000",="0.002",="0.002",="0.002",="0.002",="0.002",="0.002",="0.002",="0.002",="0.002"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.002)",="(0.003)",="(0.002)",="(0.002)",="(0.002)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)"

="1.treat_ultra#2011.year",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

