
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)"
="2016.year#c.totaltreat_pf_n_sq",="",="",="",="0.358",="0.313",="",="",="",="0.255*",="0.281",="",="",="",="0.314***",="0.429*",="",="",="",="0.112",="-0.090",="",="",="",="0.140**",="-0.019",="",="",="",="0.167***",="0.016",="",="",="",="0.257",="0.161",="",="",="",="0.257**",="0.274",="",="",="",="0.318***",="0.429*"
="",="",="",="",="(0.394)",="(1.389)",="",="",="",="(0.130)",="(0.298)",="",="",="",="(0.121)",="(0.255)",="",="",="",="(0.198)",="(0.911)",="",="",="",="(0.064)",="(0.186)",="",="",="",="(0.060)",="(0.179)",="",="",="",="(0.333)",="(1.280)",="",="",="",="(0.111)",="(0.254)",="",="",="",="(0.102)",="(0.236)"

="2009.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.204",="-0.313",="-0.221",="-0.259",="0.010",="0.073",="-0.127",="-0.282",="-0.186",="-0.338",="0.046",="0.014",="-0.093",="-0.066",="-0.176",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.298)",="(0.276)",="(0.468)",="(0.307)",="(0.537)",="(0.118)",="(0.128)",="(0.187)",="(0.153)",="(0.225)",="(0.095)",="(0.103)",="(0.149)",="(0.113)",="(0.175)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2010.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.065",="-0.285",="0.075",="-0.151",="-0.008",="0.044",="0.034",="0.103",="0.095",="0.223",="0.054",="0.115",="0.112",="0.137",="0.211*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.170)",="(0.219)",="(0.320)",="(0.259)",="(0.385)",="(0.081)",="(0.100)",="(0.149)",="(0.122)",="(0.167)",="(0.070)",="(0.081)",="(0.110)",="(0.089)",="(0.123)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2011.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2012.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.036",="-0.152",="-0.067",="-0.144",="0.089",="0.224***",="0.186*",="0.087",="0.132",="0.115",="0.141**",="0.111",="0.055",="0.070",="0.083",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.200)",="(0.207)",="(0.306)",="(0.217)",="(0.359)",="(0.072)",="(0.095)",="(0.132)",="(0.098)",="(0.145)",="(0.059)",="(0.071)",="(0.109)",="(0.080)",="(0.119)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2013.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.062",="-0.290",="0.040",="-0.043",="0.327",="0.139",="0.124",="-0.161",="0.096",="-0.081",="0.161*",="0.193*",="-0.021",="0.159",="0.020",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.242)",="(0.284)",="(0.463)",="(0.331)",="(0.514)",="(0.087)",="(0.110)",="(0.154)",="(0.122)",="(0.169)",="(0.084)",="(0.103)",="(0.144)",="(0.118)",="(0.154)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2014.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.144",="-0.561*",="-0.479",="-0.423",="0.023",="0.169*",="0.142",="-0.227",="0.024",="-0.145",="0.124",="0.139",="-0.219",="0.001",="-0.148",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.273)",="(0.302)",="(0.540)",="(0.345)",="(0.593)",="(0.087)",="(0.114)",="(0.185)",="(0.126)",="(0.209)",="(0.077)",="(0.093)",="(0.149)",="(0.106)",="(0.169)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2015.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.160",="-0.722**",="-0.821",="-0.707*",="-0.448",="0.146",="0.062",="-0.439***",="-0.166",="-0.516***",="0.107",="0.129",="-0.369**",="-0.075",="-0.341**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.339)",="(0.360)",="(0.659)",="(0.411)",="(0.716)",="(0.110)",="(0.140)",="(0.167)",="(0.153)",="(0.198)",="(0.099)",="(0.129)",="(0.155)",="(0.144)",="(0.170)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2016.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.093",="-0.360",="-0.763",="-0.392",="-0.717",="0.158",="0.107",="-0.422**",="-0.066",="-0.413*",="0.119",="0.109",="-0.451**",="-0.092",="-0.460*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.383)",="(0.406)",="(0.753)",="(0.476)",="(0.890)",="(0.114)",="(0.143)",="(0.183)",="(0.157)",="(0.215)",="(0.108)",="(0.139)",="(0.191)",="(0.157)",="(0.237)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2009.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.018",="-0.127",="-0.163",="-0.138",="-0.075",="0.059",="0.009",="-0.062",="-0.008",="-0.099",="0.053*",="0.049",="-0.007",="0.009",="-0.064"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.097)",="(0.092)",="(0.222)",="(0.158)",="(0.311)",="(0.042)",="(0.044)",="(0.075)",="(0.077)",="(0.104)",="(0.032)",="(0.031)",="(0.069)",="(0.053)",="(0.093)"

="2010.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.011",="-0.168**",="-0.097",="-0.221*",="-0.328*",="0.011",="-0.026",="-0.038",="-0.008",="-0.007",="-0.007",="0.003",="-0.035",="-0.005",="-0.025"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.058)",="(0.069)",="(0.119)",="(0.115)",="(0.198)",="(0.031)",="(0.033)",="(0.047)",="(0.059)",="(0.077)",="(0.026)",="(0.024)",="(0.037)",="(0.042)",="(0.063)"

="2011.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="2012.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.028",="0.011",="-0.029",="-0.066",="0.107",="0.058**",="0.046",="-0.049",="0.048",="-0.115",="0.028",="0.023",="-0.067",="0.010",="-0.146**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.055)",="(0.061)",="(0.140)",="(0.117)",="(0.226)",="(0.025)",="(0.033)",="(0.055)",="(0.056)",="(0.077)",="(0.019)",="(0.023)",="(0.043)",="(0.042)",="(0.061)"

="2013.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.012",="-0.068",="-0.007",="0.007",="0.245",="0.020",="0.014",="-0.164***",="-0.023",="-0.244**",="0.021",="0.028",="-0.107**",="-0.010",="-0.198**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.077)",="(0.094)",="(0.211)",="(0.174)",="(0.325)",="(0.028)",="(0.031)",="(0.061)",="(0.062)",="(0.097)",="(0.024)",="(0.025)",="(0.054)",="(0.052)",="(0.082)"

="2014.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.022",="-0.081",="-0.242",="-0.048",="0.092",="0.042",="0.049",="-0.172***",="-0.016",="-0.238**",="0.035",="0.042",="-0.155***",="-0.051",="-0.211**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.094)",="(0.116)",="(0.253)",="(0.213)",="(0.384)",="(0.032)",="(0.037)",="(0.066)",="(0.070)",="(0.101)",="(0.028)",="(0.032)",="(0.057)",="(0.059)",="(0.088)"

="2015.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.036",="-0.122",="-0.375",="-0.253",="-0.219",="0.063*",="0.063",="-0.138*",="-0.062",="-0.240**",="0.064**",="0.067*",="-0.152**",="-0.048",="-0.193*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.115)",="(0.133)",="(0.294)",="(0.233)",="(0.431)",="(0.036)",="(0.042)",="(0.075)",="(0.080)",="(0.114)",="(0.032)",="(0.036)",="(0.066)",="(0.068)",="(0.099)"

="2016.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.009",="-0.060",="-0.274",="-0.202",="-0.320",="0.049",="0.031",="-0.182**",="-0.110",="-0.262**",="0.049",="0.030",="-0.211***",="-0.144**",="-0.337***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.127)",="(0.142)",="(0.346)",="(0.275)",="(0.554)",="(0.038)",="(0.045)",="(0.081)",="(0.081)",="(0.124)",="(0.035)",="(0.041)",="(0.073)",="(0.072)",="(0.114)"

="N",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666",="32664",="28920",="17736",="27576",="17736",="32468",="28695",="17630",="27364",="17630",="32529",="28769",="17666",="27434",="17666",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
