
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)"
="2010.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.065",="-0.285",="0.075",="-0.347",="0.009",="0.044",="0.034",="0.103",="0.027",="0.122",="0.054",="0.115",="0.112",="0.119",="0.140",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.170)",="(0.219)",="(0.320)",="(0.229)",="(0.314)",="(0.081)",="(0.100)",="(0.149)",="(0.103)",="(0.154)",="(0.070)",="(0.081)",="(0.110)",="(0.084)",="(0.112)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2011.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2012.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.036",="-0.152",="-0.067",="-0.125",="0.007",="0.224***",="0.186*",="0.087",="0.176*",="0.081",="0.141**",="0.111",="0.055",="0.095",="0.042",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.200)",="(0.207)",="(0.306)",="(0.213)",="(0.307)",="(0.072)",="(0.095)",="(0.132)",="(0.097)",="(0.136)",="(0.059)",="(0.071)",="(0.109)",="(0.073)",="(0.113)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2013.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.062",="-0.290",="0.040",="-0.198",="0.142",="0.139",="0.124",="-0.161",="0.124",="-0.134",="0.161*",="0.193*",="-0.021",="0.205*",="0.030",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.242)",="(0.284)",="(0.463)",="(0.297)",="(0.470)",="(0.087)",="(0.110)",="(0.154)",="(0.113)",="(0.159)",="(0.084)",="(0.103)",="(0.144)",="(0.105)",="(0.145)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2014.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.144",="-0.561*",="-0.479",="-0.216",="0.051",="0.169*",="0.142",="-0.227",="0.122",="-0.291",="0.124",="0.139",="-0.219",="0.119",="-0.250",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.273)",="(0.302)",="(0.540)",="(0.321)",="(0.540)",="(0.087)",="(0.114)",="(0.185)",="(0.117)",="(0.199)",="(0.077)",="(0.093)",="(0.149)",="(0.095)",="(0.160)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2015.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.160",="-0.722**",="-0.821",="-0.349",="-0.263",="0.146",="0.062",="-0.439***",="0.069",="-0.440**",="0.107",="0.129",="-0.369**",="0.142",="-0.368**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.339)",="(0.360)",="(0.659)",="(0.369)",="(0.650)",="(0.110)",="(0.140)",="(0.167)",="(0.142)",="(0.173)",="(0.099)",="(0.129)",="(0.155)",="(0.130)",="(0.159)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2016.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.093",="-0.360",="-0.763",="0.074",="-0.236",="0.158",="0.107",="-0.422**",="0.120",="-0.401**",="0.119",="0.109",="-0.451**",="0.133",="-0.404**",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.383)",="(0.406)",="(0.753)",="(0.410)",="(0.725)",="(0.114)",="(0.143)",="(0.183)",="(0.146)",="(0.187)",="(0.108)",="(0.139)",="(0.191)",="(0.139)",="(0.188)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2009.year#c.totaltreat_pw_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.001",="0.001",="",="",="",="-0.000",="-0.000",="",="",="",="-0.000",="-0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.001)",="(0.001)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2010.year#c.totaltreat_pw_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.001",="0.001",="",="",="",="0.000",="-0.000",="",="",="",="-0.000",="-0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.001)",="(0.001)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2011.year#c.totaltreat_pw_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="0.000",="0.000",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="(.)",="(.)",="",="",="",="(.)",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2012.year#c.totaltreat_pw_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.000",="-0.001",="",="",="",="0.000",="0.000",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.001)",="(0.001)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2013.year#c.totaltreat_pw_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.001",="-0.001",="",="",="",="0.000",="-0.000",="",="",="",="-0.000",="-0.001*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.002)",="(0.002)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2014.year#c.totaltreat_pw_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.005*",="-0.007**",="",="",="",="0.000",="0.001",="",="",="",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.002)",="(0.003)",="",="",="",="(0.000)",="(0.001)",="",="",="",="(0.000)",="(0.000)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2015.year#c.totaltreat_pw_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.005**",="-0.007**",="",="",="",="-0.000",="0.000",="",="",="",="-0.000",="-0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.002)",="(0.003)",="",="",="",="(0.001)",="(0.001)",="",="",="",="(0.001)",="(0.001)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2016.year#c.totaltreat_pw_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.006**",="-0.007*",="",="",="",="-0.000",="-0.000",="",="",="",="-0.000",="-0.001",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.003)",="(0.004)",="",="",="",="(0.001)",="(0.001)",="",="",="",="(0.001)",="(0.001)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2009.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.018",="-0.127",="-0.163",="-0.133",="-0.152",="0.059",="0.009",="-0.062",="0.012",="-0.065",="0.053*",="0.049",="-0.007",="0.054*",="-0.005"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.097)",="(0.092)",="(0.222)",="(0.093)",="(0.227)",="(0.042)",="(0.044)",="(0.075)",="(0.045)",="(0.077)",="(0.032)",="(0.031)",="(0.069)",="(0.031)",="(0.072)"

="2010.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.011",="-0.168**",="-0.097",="-0.171**",="-0.078",="0.011",="-0.026",="-0.038",="-0.026",="-0.039",="-0.007",="0.003",="-0.035",="0.004",="-0.036"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.058)",="(0.069)",="(0.119)",="(0.069)",="(0.121)",="(0.031)",="(0.033)",="(0.047)",="(0.034)",="(0.047)",="(0.026)",="(0.024)",="(0.037)",="(0.024)",="(0.038)"

="2011.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="2012.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.028",="0.011",="-0.029",="0.014",="-0.027",="0.058**",="0.046",="-0.049",="0.047",="-0.049",="0.028",="0.023",="-0.067",="0.022",="-0.072*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.055)",="(0.061)",="(0.140)",="(0.061)",="(0.142)",="(0.025)",="(0.033)",="(0.055)",="(0.033)",="(0.055)",="(0.019)",="(0.023)",="(0.043)",="(0.023)",="(0.043)"

="2013.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.012",="-0.068",="-0.007",="-0.059",="-0.004",="0.020",="0.014",="-0.164***",="0.013",="-0.171***",="0.021",="0.028",="-0.107**",="0.030",="-0.106*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.077)",="(0.094)",="(0.211)",="(0.095)",="(0.215)",="(0.028)",="(0.031)",="(0.061)",="(0.031)",="(0.063)",="(0.024)",="(0.025)",="(0.054)",="(0.026)",="(0.055)"

="2014.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.022",="-0.081",="-0.242",="-0.049",="-0.178",="0.042",="0.049",="-0.172***",="0.047",="-0.191***",="0.035",="0.042",="-0.155***",="0.041",="-0.168***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.094)",="(0.116)",="(0.253)",="(0.116)",="(0.258)",="(0.032)",="(0.037)",="(0.066)",="(0.037)",="(0.068)",="(0.028)",="(0.032)",="(0.057)",="(0.032)",="(0.058)"

="2015.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.036",="-0.122",="-0.375",="-0.083",="-0.301",="0.063*",="0.063",="-0.138*",="0.065",="-0.146*",="0.064**",="0.067*",="-0.152**",="0.069*",="-0.160**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.115)",="(0.133)",="(0.294)",="(0.134)",="(0.299)",="(0.036)",="(0.042)",="(0.075)",="(0.042)",="(0.077)",="(0.032)",="(0.036)",="(0.066)",="(0.036)",="(0.067)"

="2016.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.009",="-0.060",="-0.274",="-0.009",="-0.192",="0.049",="0.031",="-0.182**",="0.035",="-0.181**",="0.049",="0.030",="-0.211***",="0.034",="-0.209***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.127)",="(0.142)",="(0.346)",="(0.144)",="(0.353)",="(0.038)",="(0.045)",="(0.081)",="(0.045)",="(0.083)",="(0.035)",="(0.041)",="(0.073)",="(0.042)",="(0.075)"

="2009.year#c.avg_ftreat_pf_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="-0.000",="",="",="",="-0.000",="0.000",="",="",="",="-0.000",="-0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)"

="2010.year#c.avg_ftreat_pf_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="-0.000",="",="",="",="-0.000",="0.000",="",="",="",="-0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)",="",="",="",="(0.000)",="(0.000)"

="2011.year#c.avg_ftreat_pf_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="",="",="",="0.000",="0.000",="",="",="",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="",="",="",="(.)",="(.)",="",="",="",="(.)",="(.)"

="2012.year#c.avg_ftreat_pf_n_totalflows_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.000",="-0.000",="",="",="",="-0.000",="0.000",="",="",="",="0.000",="0.000"
