
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)"
="2016.year#c.avg_ftreat_pf_n_sq",="",="",="",="0.326",="0.474",="",="",="",="0.195",="-0.042",="",="",="",="0.210*",="-0.108",="",="",="",="0.107",="0.090",="",="",="",="0.122*",="-0.131",="",="",="",="0.134**",="-0.181",="",="",="",="0.418",="0.917",="",="",="",="0.299**",="0.263",="",="",="",="0.340***",="0.283"
="",="",="",="",="(0.375)",="(1.340)",="",="",="",="(0.122)",="(0.291)",="",="",="",="(0.117)",="(0.294)",="",="",="",="(0.201)",="(0.899)",="",="",="",="(0.064)",="(0.207)",="",="",="",="(0.060)",="(0.188)",="",="",="",="(0.412)",="(1.274)",="",="",="",="(0.129)",="(0.302)",="",="",="",="(0.120)",="(0.270)"

="2009.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.204",="-0.313",="-0.221",="-0.175",="0.045",="0.073",="-0.127",="-0.282",="-0.218",="-0.382*",="0.046",="0.014",="-0.093",="-0.069",="-0.228",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.298)",="(0.276)",="(0.468)",="(0.292)",="(0.542)",="(0.118)",="(0.128)",="(0.187)",="(0.150)",="(0.219)",="(0.095)",="(0.103)",="(0.149)",="(0.110)",="(0.171)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2010.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.065",="-0.285",="0.075",="-0.082",="0.054",="0.044",="0.034",="0.103",="0.080",="0.238",="0.054",="0.115",="0.112",="0.139*",="0.237*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.170)",="(0.219)",="(0.320)",="(0.250)",="(0.402)",="(0.081)",="(0.100)",="(0.149)",="(0.117)",="(0.166)",="(0.070)",="(0.081)",="(0.110)",="(0.084)",="(0.121)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2011.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2012.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.036",="-0.152",="-0.067",="-0.128",="-0.012",="0.224***",="0.186*",="0.087",="0.117",="0.152",="0.141**",="0.111",="0.055",="0.072",="0.120",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.200)",="(0.207)",="(0.306)",="(0.209)",="(0.358)",="(0.072)",="(0.095)",="(0.132)",="(0.099)",="(0.148)",="(0.059)",="(0.071)",="(0.109)",="(0.078)",="(0.122)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2013.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.062",="-0.290",="0.040",="-0.051",="0.219",="0.139",="0.124",="-0.161",="0.080",="-0.006",="0.161*",="0.193*",="-0.021",="0.163",="0.095",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.242)",="(0.284)",="(0.463)",="(0.314)",="(0.523)",="(0.087)",="(0.110)",="(0.154)",="(0.122)",="(0.168)",="(0.084)",="(0.103)",="(0.144)",="(0.115)",="(0.156)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2014.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.144",="-0.561*",="-0.479",="-0.458",="-0.145",="0.169*",="0.142",="-0.227",="0.016",="-0.086",="0.124",="0.139",="-0.219",="0.018",="-0.098",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.273)",="(0.302)",="(0.540)",="(0.330)",="(0.603)",="(0.087)",="(0.114)",="(0.185)",="(0.123)",="(0.206)",="(0.077)",="(0.093)",="(0.149)",="(0.104)",="(0.167)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2015.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.160",="-0.722**",="-0.821",="-0.676*",="-0.536",="0.146",="0.062",="-0.439***",="-0.143",="-0.449**",="0.107",="0.129",="-0.369**",="-0.047",="-0.318*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.339)",="(0.360)",="(0.659)",="(0.393)",="(0.725)",="(0.110)",="(0.140)",="(0.167)",="(0.154)",="(0.191)",="(0.099)",="(0.129)",="(0.155)",="(0.148)",="(0.172)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2016.year#c.totaltreat_pw_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.093",="-0.360",="-0.763",="-0.372",="-0.809",="0.158",="0.107",="-0.422**",="-0.036",="-0.355*",="0.119",="0.109",="-0.451**",="-0.046",="-0.360*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.383)",="(0.406)",="(0.753)",="(0.450)",="(0.852)",="(0.114)",="(0.143)",="(0.183)",="(0.160)",="(0.209)",="(0.108)",="(0.139)",="(0.191)",="(0.160)",="(0.209)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="2009.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.018",="-0.127",="-0.163",="-0.000",="0.013",="0.059",="0.009",="-0.062",="-0.096",="-0.220",="0.053*",="0.049",="-0.007",="-0.030",="-0.195"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.097)",="(0.092)",="(0.222)",="(0.187)",="(0.451)",="(0.042)",="(0.044)",="(0.075)",="(0.086)",="(0.146)",="(0.032)",="(0.031)",="(0.069)",="(0.063)",="(0.139)"

="2010.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.011",="-0.168**",="-0.097",="-0.118",="-0.405",="0.011",="-0.026",="-0.038",="-0.013",="0.039",="-0.007",="0.003",="-0.035",="0.008",="0.027"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.058)",="(0.069)",="(0.119)",="(0.137)",="(0.261)",="(0.031)",="(0.033)",="(0.047)",="(0.064)",="(0.094)",="(0.026)",="(0.024)",="(0.037)",="(0.047)",="(0.076)"

="2011.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="2012.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.028",="0.011",="-0.029",="-0.109",="0.032",="0.058**",="0.046",="-0.049",="0.030",="-0.104",="0.028",="0.023",="-0.067",="0.012",="-0.150**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.055)",="(0.061)",="(0.140)",="(0.138)",="(0.276)",="(0.025)",="(0.033)",="(0.055)",="(0.064)",="(0.093)",="(0.019)",="(0.023)",="(0.043)",="(0.050)",="(0.073)"

="2013.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.012",="-0.068",="-0.007",="0.049",="0.251",="0.020",="0.014",="-0.164***",="-0.066",="-0.206*",="0.021",="0.028",="-0.107**",="-0.012",="-0.155*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.077)",="(0.094)",="(0.211)",="(0.215)",="(0.397)",="(0.028)",="(0.031)",="(0.061)",="(0.071)",="(0.110)",="(0.024)",="(0.025)",="(0.054)",="(0.060)",="(0.093)"

="2014.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.022",="-0.081",="-0.242",="-0.139",="0.001",="0.042",="0.049",="-0.172***",="-0.071",="-0.220*",="0.035",="0.042",="-0.155***",="-0.076",="-0.200**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.094)",="(0.116)",="(0.253)",="(0.247)",="(0.471)",="(0.032)",="(0.037)",="(0.066)",="(0.081)",="(0.118)",="(0.028)",="(0.032)",="(0.057)",="(0.070)",="(0.102)"

="2015.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.036",="-0.122",="-0.375",="-0.364",="-0.341",="0.063*",="0.063",="-0.138*",="-0.113",="-0.241*",="0.064**",="0.067*",="-0.152**",="-0.076",="-0.223*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.115)",="(0.133)",="(0.294)",="(0.270)",="(0.498)",="(0.036)",="(0.042)",="(0.075)",="(0.094)",="(0.134)",="(0.032)",="(0.036)",="(0.066)",="(0.080)",="(0.115)"

="2016.year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.009",="-0.060",="-0.274",="-0.306",="-0.580",="0.049",="0.031",="-0.182**",="-0.145",="-0.270*",="0.049",="0.030",="-0.211***",="-0.169**",="-0.306**"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.127)",="(0.142)",="(0.346)",="(0.319)",="(0.575)",="(0.038)",="(0.045)",="(0.081)",="(0.095)",="(0.148)",="(0.035)",="(0.041)",="(0.073)",="(0.085)",="(0.132)"

="N",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666",="32664",="28920",="17736",="27576",="17736",="32468",="28695",="17630",="27364",="17630",="32529",="28769",="17666",="27434",="17666",="31336",="27576",="17736",="27576",="17736",="31153",="27364",="17630",="27364",="17630",="31210",="27434",="17666",="27434",="17666"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
