
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.025)",="",="(0.025)",="",="(0.031)",="",="(0.033)",="",="(0.027)",="",="(0.026)",=""

="0.am_tf_n#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="1.am_tf_n#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="0.am_tf_n#0.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="0.am_tf_n#1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.am_tf_n#0.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",=""

="1.am_tf_n#1.treat_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="-0.223***",="",="-0.212***",="",="-0.146***",="",="-0.222***",="",="-0.109*",="",="-0.126**",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.061)",="",="(0.058)",="",="(0.049)",="",="(0.064)",="",="(0.057)",="",="(0.056)",=""

="0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.017",="",="0.027",="",="0.004",="",="0.013",="",="0.017",="",="0.027"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.024)",="",="(0.024)",="",="(0.021)",="",="(0.024)",="",="(0.023)",="",="(0.023)"

="0.am_tf_n#0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="0.am_tf_n#1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.am_tf_n#0.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000",="",="0.000"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="1.am_tf_n#1.placebo_year#c.avg_ftreat_pf_n",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.035",="",="-0.016",="",="-0.021",="",="-0.010",="",="0.035",="",="-0.016"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.054)",="",="(0.048)",="",="(0.038)",="",="(0.055)",="",="(0.051)",="",="(0.046)"

="N",="33410",="12450",="33410",="12450",="33410",="12561",="33410",="12036",="33410",="12450",="33410",="12450",="32043",="11943",="32043",="11943",="32043",="12048",="32043",="11523",="32043",="11943",="32043",="11943"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
